Model,Actual Gloss Label,Total Ground Truth,Predicted Gloss Label,Number of Confusions,Percentage of Confusions,Notes
Transformer,SEE YOU TOMORROW (9),96,GRAY (80),1,1.04%,Low Confusion
Transformer,SEE YOU TOMORROW (9),96,FISH (87),1,1.04%,Low Confusion
Transformer,SEE YOU TOMORROW (9),96,MILK (98),1,1.04%,Low Confusion
Transformer,SEE YOU TOMORROW (9),96,WINE (102),1,1.04%,Low Confusion
Transformer,SEE YOU TOMORROW (9),96,SUGAR (103),2,2.08%,Low Confusion
Transformer,SEE YOU TOMORROW (9),96,NO SUGAR (104),2,2.08%,Low Confusion
Transformer,UNDERSTAND (10),99,GOOD MORNING (0),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,GOOD AFTERNOON (1),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,THANK YOU (7),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,YOURE WELCOME (8),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,SLOW (18),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,FAST (19),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,FOUR (23),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,JANUARY (30),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,APRIL (33),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,MONDAY (42),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,THURSDAY (45),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,TODAY (49),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,MOTHER (53),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,AUNTIE (59),5,5.05%,Moderate Confusion
Transformer,UNDERSTAND (10),99,PARENTS (61),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,GIRL (63),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,MAN (64),3,3.03%,Low Confusion
Transformer,UNDERSTAND (10),99,DEAF (66),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,WEELCHAIR PERSON (68),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,BLIND (69),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,MARRIED (71),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,RED (74),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,BROWN (75),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,BLACK (76),2,2.02%,Low Confusion
Transformer,UNDERSTAND (10),99,ORANGE (79),3,3.03%,Low Confusion
Transformer,UNDERSTAND (10),99,EGG (86),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,MEAT (88),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,CHICKEN (89),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,MILK (98),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,COFFEE (99),3,3.03%,Low Confusion
Transformer,UNDERSTAND (10),99,WINE (102),1,1.01%,Low Confusion
Transformer,UNDERSTAND (10),99,NO SUGAR (104),1,1.01%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,HELLO (3),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,HOW ARE YOU (4),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,NICE TO MEET YOU (6),2,2.04%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,UNDERSTAND (10),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,KNOW (12),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,NO (14),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,CORRECT (17),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,FAST (19),3,3.06%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,TWO (21),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,EIGHT (27),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,OCTOBER (39),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,MONDAY (42),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,TUESDAY (43),4,4.08%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,SATURDAY (47),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,TODAY (49),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,MOTHER (53),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,GRANDFATHER (56),2,2.04%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,AUNTIE (59),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,COUSIN (60),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,WOMAN (65),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,HARD OF HEARING (67),2,2.04%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,WEELCHAIR PERSON (68),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,MARRIED (71),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,BLUE (72),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,GREEN (73),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,RED (74),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,BROWN (75),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,YELLOW (78),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,PINK (81),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,DARK (84),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,MEAT (88),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,SPAGHETTI (90),2,2.04%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,RICE (91),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,LONGANISA (92),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,CRAB (94),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,HOT (95),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,COLD (96),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,MILK (98),1,1.02%,Low Confusion
Transformer,DON'T UNDERSTAND (11),98,WINE (102),1,1.02%,Low Confusion
Transformer,KNOW (12),96,IM FINE (5),1,1.04%,Low Confusion
Transformer,KNOW (12),96,THANK YOU (7),1,1.04%,Low Confusion
Transformer,KNOW (12),96,SEE YOU TOMORROW (9),2,2.08%,Low Confusion
Transformer,KNOW (12),96,DON'T KNOW (13),2,2.08%,Low Confusion
Transformer,KNOW (12),96,FAST (19),1,1.04%,Low Confusion
Transformer,KNOW (12),96,ONE (20),3,3.13%,Low Confusion
Transformer,KNOW (12),96,TWO (21),1,1.04%,Low Confusion
Transformer,KNOW (12),96,SIX (25),1,1.04%,Low Confusion
Transformer,KNOW (12),96,SEVEN (26),2,2.08%,Low Confusion
Transformer,KNOW (12),96,JANUARY (30),1,1.04%,Low Confusion
Transformer,KNOW (12),96,MARCH (32),1,1.04%,Low Confusion
Transformer,KNOW (12),96,APRIL (33),1,1.04%,Low Confusion
Transformer,KNOW (12),96,MAY (34),2,2.08%,Low Confusion
Transformer,KNOW (12),96,OCTOBER (39),1,1.04%,Low Confusion
Transformer,KNOW (12),96,THURSDAY (45),2,2.08%,Low Confusion
Transformer,KNOW (12),96,MOTHER (53),1,1.04%,Low Confusion
Transformer,KNOW (12),96,DAUGHTER (55),1,1.04%,Low Confusion
Transformer,KNOW (12),96,AUNTIE (59),1,1.04%,Low Confusion
Transformer,KNOW (12),96,PARENTS (61),1,1.04%,Low Confusion
Transformer,KNOW (12),96,WOMAN (65),1,1.04%,Low Confusion
Transformer,KNOW (12),96,HARD OF HEARING (67),1,1.04%,Low Confusion
Transformer,KNOW (12),96,BLIND (69),1,1.04%,Low Confusion
Transformer,KNOW (12),96,DEAF BLIND (70),3,3.13%,Low Confusion
Transformer,KNOW (12),96,BROWN (75),1,1.04%,Low Confusion
Transformer,KNOW (12),96,YELLOW (78),1,1.04%,Low Confusion
Transformer,KNOW (12),96,GRAY (80),1,1.04%,Low Confusion
Transformer,KNOW (12),96,RICE (91),2,2.08%,Low Confusion
Transformer,KNOW (12),96,LONGANISA (92),1,1.04%,Low Confusion
Transformer,KNOW (12),96,CRAB (94),1,1.04%,Low Confusion
Transformer,KNOW (12),96,HOT (95),2,2.08%,Low Confusion
Transformer,KNOW (12),96,JUICE (97),1,1.04%,Low Confusion
Transformer,KNOW (12),96,COFFEE (99),1,1.04%,Low Confusion
Transformer,KNOW (12),96,WINE (102),1,1.04%,Low Confusion
Transformer,KNOW (12),96,SUGAR (103),2,2.08%,Low Confusion
Transformer,DON'T KNOW (13),99,GOOD MORNING (0),2,2.02%,Low Confusion
Transformer,DON'T KNOW (13),99,GOOD AFTERNOON (1),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,GOOD EVENING (2),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,HOW ARE YOU (4),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,SEE YOU TOMORROW (9),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,KNOW (12),18,18.18%,Low Confusion
Transformer,DON'T KNOW (13),99,CORRECT (17),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,SLOW (18),2,2.02%,Low Confusion
Transformer,DON'T KNOW (13),99,TWO (21),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,SIX (25),3,3.03%,Low Confusion
Transformer,DON'T KNOW (13),99,SEVEN (26),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,EIGHT (27),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,NINE (28),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,TEN (29),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,JANUARY (30),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,APRIL (33),2,2.02%,Low Confusion
Transformer,DON'T KNOW (13),99,JULY (36),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,TUESDAY (43),3,3.03%,Low Confusion
Transformer,DON'T KNOW (13),99,THURSDAY (45),3,3.03%,Low Confusion
Transformer,DON'T KNOW (13),99,TODAY (49),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,TOMORROW (50),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,MOTHER (53),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,GRANDMOTHER (57),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,UNCLE (58),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,AUNTIE (59),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,COUSIN (60),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,GIRL (63),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,MAN (64),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,WEELCHAIR PERSON (68),2,2.02%,Low Confusion
Transformer,DON'T KNOW (13),99,WHITE (77),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,LIGHT (83),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,DARK (84),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,SPAGHETTI (90),1,1.01%,Low Confusion
Transformer,DON'T KNOW (13),99,SHRIMP (93),2,2.02%,Low Confusion
Transformer,DON'T KNOW (13),99,MILK (98),1,1.01%,Low Confusion
Transformer,NO (14),97,GOOD EVENING (2),1,1.03%,Low Confusion
Transformer,NO (14),97,HELLO (3),1,1.03%,Low Confusion
Transformer,NO (14),97,HOW ARE YOU (4),1,1.03%,Low Confusion
Transformer,NO (14),97,YOURE WELCOME (8),1,1.03%,Low Confusion
Transformer,NO (14),97,SEE YOU TOMORROW (9),2,2.06%,Low Confusion
Transformer,NO (14),97,ONE (20),1,1.03%,Low Confusion
Transformer,NO (14),97,TWO (21),2,2.06%,Low Confusion
Transformer,NO (14),97,THREE (22),3,3.09%,Low Confusion
Transformer,NO (14),97,FIVE (24),1,1.03%,Low Confusion
Transformer,NO (14),97,SEVEN (26),1,1.03%,Low Confusion
Transformer,NO (14),97,EIGHT (27),1,1.03%,Low Confusion
Transformer,NO (14),97,NINE (28),1,1.03%,Low Confusion
Transformer,NO (14),97,TEN (29),1,1.03%,Low Confusion
Transformer,NO (14),97,FEBRUARY (31),1,1.03%,Low Confusion
Transformer,NO (14),97,MARCH (32),1,1.03%,Low Confusion
Transformer,NO (14),97,MAY (34),2,2.06%,Low Confusion
Transformer,NO (14),97,SEPTEMBER (38),1,1.03%,Low Confusion
Transformer,NO (14),97,MONDAY (42),1,1.03%,Low Confusion
Transformer,NO (14),97,WEDNESDAY (44),1,1.03%,Low Confusion
Transformer,NO (14),97,THURSDAY (45),1,1.03%,Low Confusion
Transformer,NO (14),97,FRIDAY (46),1,1.03%,Low Confusion
Transformer,NO (14),97,SUNDAY (48),1,1.03%,Low Confusion
Transformer,NO (14),97,FATHER (52),1,1.03%,Low Confusion
Transformer,NO (14),97,MOTHER (53),2,2.06%,Low Confusion
Transformer,NO (14),97,GRANDFATHER (56),1,1.03%,Low Confusion
Transformer,NO (14),97,UNCLE (58),1,1.03%,Low Confusion
Transformer,NO (14),97,AUNTIE (59),2,2.06%,Low Confusion
Transformer,NO (14),97,BOY (62),2,2.06%,Low Confusion
Transformer,NO (14),97,DEAF (66),1,1.03%,Low Confusion
Transformer,NO (14),97,HARD OF HEARING (67),1,1.03%,Low Confusion
Transformer,NO (14),97,DEAF BLIND (70),1,1.03%,Low Confusion
Transformer,NO (14),97,MARRIED (71),1,1.03%,Low Confusion
Transformer,NO (14),97,BLUE (72),1,1.03%,Low Confusion
Transformer,NO (14),97,RED (74),1,1.03%,Low Confusion
Transformer,NO (14),97,WHITE (77),1,1.03%,Low Confusion
Transformer,NO (14),97,GRAY (80),1,1.03%,Low Confusion
Transformer,NO (14),97,PINK (81),3,3.09%,Low Confusion
Transformer,NO (14),97,FISH (87),1,1.03%,Low Confusion
Transformer,NO (14),97,CHICKEN (89),1,1.03%,Low Confusion
Transformer,NO (14),97,SPAGHETTI (90),3,3.09%,Low Confusion
Transformer,NO (14),97,HOT (95),1,1.03%,Low Confusion
Transformer,NO (14),97,COLD (96),2,2.06%,Low Confusion
Transformer,NO (14),97,JUICE (97),1,1.03%,Low Confusion
Transformer,NO (14),97,BEER (101),2,2.06%,Low Confusion
Transformer,NO (14),97,SUGAR (103),1,1.03%,Low Confusion
Transformer,YES (15),98,GOOD AFTERNOON (1),2,2.04%,Low Confusion
Transformer,YES (15),98,GOOD EVENING (2),1,1.02%,Low Confusion
Transformer,YES (15),98,NICE TO MEET YOU (6),1,1.02%,Low Confusion
Transformer,YES (15),98,YOURE WELCOME (8),2,2.04%,Low Confusion
Transformer,YES (15),98,SEE YOU TOMORROW (9),1,1.02%,Low Confusion
Transformer,YES (15),98,DON'T UNDERSTAND (11),1,1.02%,Low Confusion
Transformer,YES (15),98,NO (14),5,5.10%,Moderate Confusion
Transformer,YES (15),98,THREE (22),1,1.02%,Low Confusion
Transformer,YES (15),98,SEVEN (26),1,1.02%,Low Confusion
Transformer,YES (15),98,EIGHT (27),3,3.06%,Low Confusion
Transformer,YES (15),98,JANUARY (30),2,2.04%,Low Confusion
Transformer,YES (15),98,FEBRUARY (31),2,2.04%,Low Confusion
Transformer,YES (15),98,APRIL (33),1,1.02%,Low Confusion
Transformer,YES (15),98,NOVEMBER (40),1,1.02%,Low Confusion
Transformer,YES (15),98,WEDNESDAY (44),2,2.04%,Low Confusion
Transformer,YES (15),98,MOTHER (53),1,1.02%,Low Confusion
Transformer,YES (15),98,SON (54),1,1.02%,Low Confusion
Transformer,YES (15),98,DAUGHTER (55),2,2.04%,Low Confusion
Transformer,YES (15),98,GRANDFATHER (56),2,2.04%,Low Confusion
Transformer,YES (15),98,GRANDMOTHER (57),3,3.06%,Low Confusion
Transformer,YES (15),98,UNCLE (58),1,1.02%,Low Confusion
Transformer,YES (15),98,COUSIN (60),1,1.02%,Low Confusion
Transformer,YES (15),98,GIRL (63),1,1.02%,Low Confusion
Transformer,YES (15),98,MAN (64),2,2.04%,Low Confusion
Transformer,YES (15),98,DEAF (66),1,1.02%,Low Confusion
Transformer,YES (15),98,WEELCHAIR PERSON (68),1,1.02%,Low Confusion
Transformer,YES (15),98,BLIND (69),1,1.02%,Low Confusion
Transformer,YES (15),98,BLUE (72),1,1.02%,Low Confusion
Transformer,YES (15),98,GREEN (73),1,1.02%,Low Confusion
Transformer,YES (15),98,BROWN (75),1,1.02%,Low Confusion
Transformer,YES (15),98,WHITE (77),2,2.04%,Low Confusion
Transformer,YES (15),98,VIOLET (82),1,1.02%,Low Confusion
Transformer,YES (15),98,LIGHT (83),1,1.02%,Low Confusion
Transformer,YES (15),98,EGG (86),1,1.02%,Low Confusion
Transformer,YES (15),98,MEAT (88),1,1.02%,Low Confusion
Transformer,YES (15),98,SPAGHETTI (90),1,1.02%,Low Confusion
Transformer,YES (15),98,HOT (95),1,1.02%,Low Confusion
Transformer,YES (15),98,COLD (96),2,2.04%,Low Confusion
Transformer,YES (15),98,JUICE (97),1,1.02%,Low Confusion
Transformer,WRONG (16),102,GOOD MORNING (0),1,0.98%,Low Confusion
Transformer,WRONG (16),102,GOOD AFTERNOON (1),1,0.98%,Low Confusion
Transformer,WRONG (16),102,HELLO (3),1,0.98%,Low Confusion
Transformer,WRONG (16),102,NO (14),1,0.98%,Low Confusion
Transformer,WRONG (16),102,FAST (19),1,0.98%,Low Confusion
Transformer,WRONG (16),102,ONE (20),1,0.98%,Low Confusion
Transformer,WRONG (16),102,TWO (21),1,0.98%,Low Confusion
Transformer,WRONG (16),102,THREE (22),1,0.98%,Low Confusion
Transformer,WRONG (16),102,FIVE (24),1,0.98%,Low Confusion
Transformer,WRONG (16),102,SIX (25),2,1.96%,Low Confusion
Transformer,WRONG (16),102,SEVEN (26),1,0.98%,Low Confusion
Transformer,WRONG (16),102,EIGHT (27),1,0.98%,Low Confusion
Transformer,WRONG (16),102,JANUARY (30),1,0.98%,Low Confusion
Transformer,WRONG (16),102,MARCH (32),1,0.98%,Low Confusion
Transformer,WRONG (16),102,APRIL (33),1,0.98%,Low Confusion
Transformer,WRONG (16),102,MAY (34),1,0.98%,Low Confusion
Transformer,WRONG (16),102,JULY (36),1,0.98%,Low Confusion
Transformer,WRONG (16),102,SEPTEMBER (38),1,0.98%,Low Confusion
Transformer,WRONG (16),102,OCTOBER (39),2,1.96%,Low Confusion
Transformer,WRONG (16),102,DECEMBER (41),2,1.96%,Low Confusion
Transformer,WRONG (16),102,MONDAY (42),1,0.98%,Low Confusion
Transformer,WRONG (16),102,WEDNESDAY (44),2,1.96%,Low Confusion
Transformer,WRONG (16),102,THURSDAY (45),1,0.98%,Low Confusion
Transformer,WRONG (16),102,FRIDAY (46),1,0.98%,Low Confusion
Transformer,WRONG (16),102,FATHER (52),1,0.98%,Low Confusion
Transformer,WRONG (16),102,SON (54),2,1.96%,Low Confusion
Transformer,WRONG (16),102,DAUGHTER (55),1,0.98%,Low Confusion
Transformer,WRONG (16),102,GRANDFATHER (56),1,0.98%,Low Confusion
Transformer,WRONG (16),102,GRANDMOTHER (57),1,0.98%,Low Confusion
Transformer,WRONG (16),102,GIRL (63),1,0.98%,Low Confusion
Transformer,WRONG (16),102,WOMAN (65),1,0.98%,Low Confusion
Transformer,WRONG (16),102,HARD OF HEARING (67),1,0.98%,Low Confusion
Transformer,WRONG (16),102,BLIND (69),1,0.98%,Low Confusion
Transformer,WRONG (16),102,RED (74),1,0.98%,Low Confusion
Transformer,WRONG (16),102,YELLOW (78),1,0.98%,Low Confusion
Transformer,WRONG (16),102,PINK (81),2,1.96%,Low Confusion
Transformer,WRONG (16),102,VIOLET (82),1,0.98%,Low Confusion
Transformer,WRONG (16),102,CRAB (94),1,0.98%,Low Confusion
Transformer,WRONG (16),102,COLD (96),1,0.98%,Low Confusion
Transformer,WRONG (16),102,JUICE (97),2,1.96%,Low Confusion
Transformer,WRONG (16),102,MILK (98),1,0.98%,Low Confusion
Transformer,WRONG (16),102,SUGAR (103),1,0.98%,Low Confusion
Transformer,WRONG (16),102,NO SUGAR (104),2,1.96%,Low Confusion
Transformer,CORRECT (17),109,GOOD EVENING (2),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,IM FINE (5),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,NICE TO MEET YOU (6),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,KNOW (12),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,NO (14),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,FAST (19),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,TWO (21),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,THREE (22),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,EIGHT (27),3,2.75%,Low Confusion
Transformer,CORRECT (17),109,FEBRUARY (31),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,MARCH (32),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,APRIL (33),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,MAY (34),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,JUNE (35),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,SEPTEMBER (38),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,MONDAY (42),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,TUESDAY (43),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,THURSDAY (45),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,SATURDAY (47),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,SUNDAY (48),3,2.75%,Low Confusion
Transformer,CORRECT (17),109,TODAY (49),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,GRANDFATHER (56),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,GRANDMOTHER (57),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,COUSIN (60),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,GIRL (63),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,DEAF (66),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,BLIND (69),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,RED (74),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,WHITE (77),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,YELLOW (78),3,2.75%,Low Confusion
Transformer,CORRECT (17),109,PINK (81),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,LIGHT (83),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,BREAD (85),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,MEAT (88),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,SPAGHETTI (90),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,RICE (91),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,SHRIMP (93),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,HOT (95),1,0.92%,Low Confusion
Transformer,CORRECT (17),109,JUICE (97),2,1.83%,Low Confusion
Transformer,CORRECT (17),109,MILK (98),1,0.92%,Low Confusion
Transformer,SLOW (18),96,GOOD MORNING (0),1,1.04%,Low Confusion
Transformer,SLOW (18),96,DON'T KNOW (13),1,1.04%,Low Confusion
Transformer,SLOW (18),96,ONE (20),1,1.04%,Low Confusion
Transformer,SLOW (18),96,THREE (22),1,1.04%,Low Confusion
Transformer,SLOW (18),96,FIVE (24),2,2.08%,Low Confusion
Transformer,SLOW (18),96,SIX (25),1,1.04%,Low Confusion
Transformer,SLOW (18),96,SEVEN (26),1,1.04%,Low Confusion
Transformer,SLOW (18),96,EIGHT (27),1,1.04%,Low Confusion
Transformer,SLOW (18),96,JANUARY (30),4,4.17%,Low Confusion
Transformer,SLOW (18),96,MAY (34),2,2.08%,Low Confusion
Transformer,SLOW (18),96,SEPTEMBER (38),1,1.04%,Low Confusion
Transformer,SLOW (18),96,THURSDAY (45),1,1.04%,Low Confusion
Transformer,SLOW (18),96,SUNDAY (48),1,1.04%,Low Confusion
Transformer,SLOW (18),96,TODAY (49),1,1.04%,Low Confusion
Transformer,SLOW (18),96,TOMORROW (50),1,1.04%,Low Confusion
Transformer,SLOW (18),96,AUNTIE (59),3,3.13%,Low Confusion
Transformer,SLOW (18),96,GIRL (63),1,1.04%,Low Confusion
Transformer,SLOW (18),96,DEAF (66),2,2.08%,Low Confusion
Transformer,SLOW (18),96,DEAF BLIND (70),2,2.08%,Low Confusion
Transformer,SLOW (18),96,GREEN (73),2,2.08%,Low Confusion
Transformer,SLOW (18),96,RED (74),3,3.13%,Low Confusion
Transformer,SLOW (18),96,WHITE (77),2,2.08%,Low Confusion
Transformer,SLOW (18),96,BREAD (85),2,2.08%,Low Confusion
Transformer,SLOW (18),96,CHICKEN (89),1,1.04%,Low Confusion
Transformer,SLOW (18),96,CRAB (94),1,1.04%,Low Confusion
Transformer,SLOW (18),96,HOT (95),1,1.04%,Low Confusion
Transformer,SLOW (18),96,JUICE (97),1,1.04%,Low Confusion
Transformer,SLOW (18),96,WINE (102),1,1.04%,Low Confusion
Transformer,SLOW (18),96,SUGAR (103),1,1.04%,Low Confusion
Transformer,SLOW (18),96,NO SUGAR (104),3,3.13%,Low Confusion
Transformer,FAST (19),99,GOOD AFTERNOON (1),1,1.01%,Low Confusion
Transformer,FAST (19),99,HELLO (3),1,1.01%,Low Confusion
Transformer,FAST (19),99,NICE TO MEET YOU (6),1,1.01%,Low Confusion
Transformer,FAST (19),99,YOURE WELCOME (8),2,2.02%,Low Confusion
Transformer,FAST (19),99,NO (14),1,1.01%,Low Confusion
Transformer,FAST (19),99,ONE (20),4,4.04%,Low Confusion
Transformer,FAST (19),99,FIVE (24),1,1.01%,Low Confusion
Transformer,FAST (19),99,NINE (28),1,1.01%,Low Confusion
Transformer,FAST (19),99,TEN (29),2,2.02%,Low Confusion
Transformer,FAST (19),99,JANUARY (30),1,1.01%,Low Confusion
Transformer,FAST (19),99,APRIL (33),2,2.02%,Low Confusion
Transformer,FAST (19),99,AUGUST (37),1,1.01%,Low Confusion
Transformer,FAST (19),99,NOVEMBER (40),1,1.01%,Low Confusion
Transformer,FAST (19),99,MONDAY (42),2,2.02%,Low Confusion
